Site,Date,Plot,Species,Percent_Cover,Collected_specimen,Herbarium specimen,Notes
Angelo Coast Reserve,2022-05-18,6,Aphanes occidentalis,1,,,
Angelo Coast Reserve,2022-05-18,6,Acmispon wrangelianus,1,,,
Angelo Coast Reserve,2022-05-18,6,Daucus pusillus,4,,,
Angelo Coast Reserve,2022-05-18,6,Trifolium microcephalum,3,Fuzzy pink ball,,
Angelo Coast Reserve,2022-05-18,6,Trifolium wildenovii,1,Big skinny tri,,
Angelo Coast Reserve,2022-05-18,6,Sanicula sp.,1,,,
Angelo Coast Reserve,2022-05-18,6,Sanicula bipinnatifida,2,,,
Angelo Coast Reserve,2022-05-18,6,Eschscholzia californica,2,,,
Angelo Coast Reserve,2022-05-18,6,Castilleja attenuata,1,,,
Angelo Coast Reserve,2022-05-18,6,Unknown forb-4,1,,,
Angelo Coast Reserve,2022-05-18,6,Briza minor,1,,,
Angelo Coast Reserve,2022-05-18,6,Clarkia purpurea,1,,,
Angelo Coast Reserve,2022-05-18,6,Dipterostemon capitatus,1,,,
Angelo Coast Reserve,2022-05-18,6,Plagiobothrys sp.,1,,,
Angelo Coast Reserve,2022-05-18,6,Rock,7,,,
Angelo Coast Reserve,2022-05-18,6,Litter,1,,,
Angelo Coast Reserve,2022-05-18,6,Bare ground,4,,,
Angelo Coast Reserve,2022-05-18,7,Bromus hordeaceus,1,,,
Angelo Coast Reserve,2022-05-18,7,Plagiobothrys sp.,1,,,
Angelo Coast Reserve,2022-05-18,7,Plagiobothrys nothofulvus,4,,,
Angelo Coast Reserve,2022-05-18,7,Acmispon parviflorus,3,,,
Angelo Coast Reserve,2022-05-18,7,Daucus pusillus,3,,,
Angelo Coast Reserve,2022-05-18,7,Rumex acetosella,2,,,
Angelo Coast Reserve,2022-05-18,7,Festuca myuros,2,,,
Angelo Coast Reserve,2022-05-18,7,Avena barbata,1,,,
Angelo Coast Reserve,2022-05-18,7,Galium parisiense,3,,,
Angelo Coast Reserve,2022-05-18,7,Aphanes occidentalis,1,,,
Angelo Coast Reserve,2022-05-18,7,Leptosiphon bicolor,1,,,
Angelo Coast Reserve,2022-05-18,7,Aira caryophyllea,2,,,
Angelo Coast Reserve,2022-05-18,7,Lupinus bicolor,4,,,
Angelo Coast Reserve,2022-05-18,7,Trifolium microcephalum,2,Fuzzy pink ball,,
Angelo Coast Reserve,2022-05-18,7,Githopsis specularioides,1,,,
Angelo Coast Reserve,2022-05-18,7,Eschscholzia californica,2,,,
Angelo Coast Reserve,2022-05-18,7,Sanicula sp.,2,,,
Angelo Coast Reserve,2022-05-18,7,Sanicula bipinnatifida,3,,,
Angelo Coast Reserve,2022-05-18,7,Erodium cicutarium,3,,,
Angelo Coast Reserve,2022-05-18,7,Myosotis discolor,2,,,
Angelo Coast Reserve,2022-05-18,7,Hypochaeris glabra,2,,,
Angelo Coast Reserve,2022-05-18,7,Castilleja attenuata,1,,,
Angelo Coast Reserve,2022-05-18,7,Bromus diandrus,1,,,
Angelo Coast Reserve,2022-05-18,7,Unknown forb-4,1,,,
Angelo Coast Reserve,2022-05-18,7,Clarkia purpurea,1,,,
Angelo Coast Reserve,2022-05-18,7,Acmispon wrangelianus,1,,,
Angelo Coast Reserve,2022-05-18,7,Elymus glaucus,1,,,
Angelo Coast Reserve,2022-05-18,7,Unknown forb-1,2,,,
Angelo Coast Reserve,2022-05-18,7,Torilis arvensis,1,,,
Angelo Coast Reserve,2022-05-18,7,Unknown gray green forb,1,,,
Angelo Coast Reserve,2022-05-18,7,Litter,1,,,
Angelo Coast Reserve,2022-05-18,7,Rock,0,,,
Angelo Coast Reserve,2022-05-18,7,Bare ground,,,,
Angelo Coast Reserve,2022-05-18,8,Plagiobothrys nothofulvus,45,,,
Angelo Coast Reserve,2022-05-18,8,Lupinus bicolor,25,,,
Angelo Coast Reserve,2022-05-18,8,Bromus diandrus,2,,,
Angelo Coast Reserve,2022-05-18,8,Avena barbata,1,,,
Angelo Coast Reserve,2022-05-18,8,Bromus hordeaceus,2,,,
Angelo Coast Reserve,2022-05-18,8,Galium parisiense,5,,,
Angelo Coast Reserve,2022-05-18,8,Daucus pusillus,2,,,
Angelo Coast Reserve,2022-05-18,8,Danthonia californica,2,,,
Angelo Coast Reserve,2022-05-18,8,Acmispon parviflorus,2,,,
Angelo Coast Reserve,2022-05-18,8,Hypochaeris glabra,2,,,
Angelo Coast Reserve,2022-05-18,8,Aira caryophyllea,3,,,
Angelo Coast Reserve,2022-05-18,8,Clarkia purpurea,2,,,
Angelo Coast Reserve,2022-05-18,8,Aphanes occidentalis,1,,,
Angelo Coast Reserve,2022-05-18,8,Eschscholzia californica,2,,,
Angelo Coast Reserve,2022-05-18,8,Torilis arvensis,1,,,
Angelo Coast Reserve,2022-05-18,8,Unknown forb-3,1,,,
Angelo Coast Reserve,2022-05-18,8,Unknown forb-4,1,,,
Angelo Coast Reserve,2022-05-18,8,Litter,4,,,
Angelo Coast Reserve,2022-05-18,8,Rock,0,,,
Angelo Coast Reserve,2022-05-18,8,Bare ground,3,,,
Angelo Coast Reserve,2022-05-18,9,Bromus hordeaceus,2,,,
Angelo Coast Reserve,2022-05-18,9,Bromus diandrus,2,,,
Angelo Coast Reserve,2022-05-18,9,Lupinus bicolor,7,,,
Angelo Coast Reserve,2022-05-18,9,Aira caryophyllea,2,,,
Angelo Coast Reserve,2022-05-18,9,Daucus pusillus,3,,,
Angelo Coast Reserve,2022-05-18,9,Aphanes occidentalis,1,,,
Angelo Coast Reserve,2022-05-18,9,Acmispon parviflorus,4,,,
Angelo Coast Reserve,2022-05-18,9,Clarkia purpurea,2,,,
Angelo Coast Reserve,2022-05-18,9,Unknown forb-3,1,,,
Angelo Coast Reserve,2022-05-18,9,Hypochaeris glabra,3,,,
Angelo Coast Reserve,2022-05-18,9,Galium parisiense,5,,,
Angelo Coast Reserve,2022-05-18,9,Sanicula bipinnatifida,3,,,
Angelo Coast Reserve,2022-05-18,9,Sanicula sp.,2,,,
Angelo Coast Reserve,2022-05-18,9,Eschscholzia californica,1,,,
Angelo Coast Reserve,2022-05-18,9,Castilleja attenuata,1,,,
Angelo Coast Reserve,2022-05-18,9,Danthonia californica,1,,,
Angelo Coast Reserve,2022-05-18,9,Plagiobothrys sp.,2,,,
Angelo Coast Reserve,2022-05-18,9,Myosotis discolor,1,,,
Angelo Coast Reserve,2022-05-18,9,Litter,2,,,
Angelo Coast Reserve,2022-05-18,9,Rock,0,,,
Angelo Coast Reserve,2022-05-18,9,Bare ground,6,,,
Angelo Coast Reserve,2022-05-18,10,Elymus glaucus,5,,,
Angelo Coast Reserve,2022-05-18,10,Bromus hordeaceus,1,,,
Angelo Coast Reserve,2022-05-18,10,Danthonia californica,2,,,
Angelo Coast Reserve,2022-05-18,10,Festuca myuros,2,,,
Angelo Coast Reserve,2022-05-18,10,Bromus diandrus,2,,,
Angelo Coast Reserve,2022-05-18,10,Aira caryophyllea,1,,,
Angelo Coast Reserve,2022-05-18,10,Trifolium oliganthum,1,,,
Angelo Coast Reserve,2022-05-18,10,Acmispon parviflorus,12,,,
Angelo Coast Reserve,2022-05-18,10,Galium parisiense,6,,,
Angelo Coast Reserve,2022-05-18,10,Cynosurus echinatus,1,,,
Angelo Coast Reserve,2022-05-18,10,Myosotis discolor,1,,,
Angelo Coast Reserve,2022-05-18,10,Lupinus bicolor,1,,,
Angelo Coast Reserve,2022-05-18,10,Sanicula bipinnatifida,1,,,
Angelo Coast Reserve,2022-05-18,10,Unknown forb-2,1,,,
Angelo Coast Reserve,2022-05-18,10,Githopsis specularioides,1,,,
Angelo Coast Reserve,2022-05-18,10,Torilis arvensis,1,,,
Angelo Coast Reserve,2022-05-18,10,Daucus pusillus,1,,,
Angelo Coast Reserve,2022-05-18,10,Eschscholzia californica,1,,,
Angelo Coast Reserve,2022-05-18,10,Unknown forb-1,2,,,
Angelo Coast Reserve,2022-05-18,10,Litter,1,,,
Angelo Coast Reserve,2022-05-18,10,Rock,0,,,
Angelo Coast Reserve,2022-05-18,10,Bare ground,3,,,
